country,year,womenJobCategory,womenPercents,menJobCategory,menPercents
Afghanistan,2004,femalesInAgriculture,78.95999908,malesInAgriculture,60.50999832
Afghanistan,2005,femalesInService,10.38000011,malesInService,29.40999985
Afghanistan,2005,femalesInIndustry,11.52999973,malesInIndustry,11.28999996
Afghanistan,2005,femalesInAgriculture,78.08999634,malesInAgriculture,59.29999924
Afghanistan,2006,femalesInService,10.56999969,malesInService,29.81999969
Afghanistan,2006,femalesInIndustry,11.80000019,malesInIndustry,11.78999996
Afghanistan,2006,femalesInAgriculture,77.63999939,malesInAgriculture,58.38999939
Afghanistan,2007,femalesInService,10.93000031,malesInService,30.60000038
Afghanistan,2007,femalesInIndustry,12.68999958,malesInIndustry,12.10999966
Afghanistan,2007,femalesInAgriculture,76.37999725,malesInAgriculture,57.29000092
Afghanistan,2008,femalesInService,10.92000008,malesInService,31.23999977
Afghanistan,2008,femalesInIndustry,12.92000008,malesInIndustry,12.39999962
Afghanistan,2008,femalesInAgriculture,76.16000366,malesInAgriculture,56.36000061
Afghanistan,2009,femalesInService,10.97000027,malesInService,32.68000031
Afghanistan,2009,femalesInIndustry,14.81000042,malesInIndustry,13.43000031
Afghanistan,2009,femalesInAgriculture,74.22000122,malesInAgriculture,53.88999939
Afghanistan,2010,femalesInService,10.64999962,malesInService,34.27000046
Afghanistan,2010,femalesInIndustry,16.44000053,malesInIndustry,14.34000015
Afghanistan,2010,femalesInAgriculture,72.90000153,malesInAgriculture,51.38999939
Afghanistan,2011,femalesInService,10.30000019,malesInService,35.50999832
Afghanistan,2011,femalesInIndustry,17.29999924,malesInIndustry,14.28999996
Afghanistan,2011,femalesInAgriculture,72.41000366,malesInAgriculture,50.20000076
Afghanistan,2012,femalesInService,10.06999969,malesInService,37.00999832
Afghanistan,2012,femalesInIndustry,18.97999954,malesInIndustry,15.18000031
Afghanistan,2012,femalesInAgriculture,70.94999695,malesInAgriculture,47.81000137
Afghanistan,2013,femalesInService,9.899999619,malesInService,38.52999878
Afghanistan,2013,femalesInIndustry,20.11000061,malesInIndustry,15.59000015
Afghanistan,2013,femalesInAgriculture,69.98999786,malesInAgriculture,45.88000107
Afghanistan,2014,femalesInService,9.729999542,malesInService,40.02999878
Afghanistan,2014,femalesInIndustry,21.09000015,malesInIndustry,15.88000011
Afghanistan,2014,femalesInAgriculture,69.18000031,malesInAgriculture,44.09000015
Afghanistan,2015,femalesInService,9.529999733,malesInService,41.56999969
Afghanistan,2015,femalesInIndustry,21.87999916,malesInIndustry,16.12999916
Afghanistan,2015,femalesInAgriculture,68.59999847,malesInAgriculture,42.29999924
Afghanistan,2016,femalesInService,9.510000229,malesInService,43.34999847
Afghanistan,2016,femalesInIndustry,22.94000053,malesInIndustry,15.98999977
Afghanistan,2016,femalesInAgriculture,67.55999756,malesInAgriculture,40.65999985
Afghanistan,2017,femalesInService,9.5,malesInService,45.20000076
Afghanistan,2017,femalesInIndustry,24.28000069,malesInIndustry,16.44000053
Afghanistan,2017,femalesInAgriculture,66.22000122,malesInAgriculture,38.36000061
Afghanistan,2018,femalesInService,9.720000267,malesInService,45.84999847
Afghanistan,2018,femalesInIndustry,24.51000023,malesInIndustry,16.88999939
Afghanistan,2018,femalesInAgriculture,65.76999664,malesInAgriculture,37.25999832
Afghanistan,2019,femalesInService,10.02000046,malesInService,46.54999924
Afghanistan,2019,femalesInIndustry,25.02000046,malesInIndustry,16.85000038
Afghanistan,2019,femalesInAgriculture,64.95999908,malesInAgriculture,36.59999847
Afghanistan,2020,femalesInService,0,malesInService,0
Afghanistan,2020,femalesInIndustry,0,malesInIndustry,0
Afghanistan,2020,femalesInAgriculture,0,malesInAgriculture,0
Afghanistan,2021,femalesInService,0,malesInService,0
Afghanistan,2021,femalesInIndustry,0,malesInIndustry,0
Afghanistan,2021,femalesInAgriculture,0,malesInAgriculture,0
Australia,1990,femalesInService,0,malesInService,0
Australia,1990,femalesInIndustry,0,malesInIndustry,0
Australia,1990,femalesInAgriculture,0,malesInAgriculture,0
Australia,1991,femalesInService,84.08000183,malesInService,61.84999847
Australia,1991,femalesInIndustry,12.07999992,malesInIndustry,31.70999908
Australia,1991,femalesInAgriculture,3.849999905,malesInAgriculture,6.440000057
Australia,1992,femalesInService,84.66000366,malesInService,62.18000031
Australia,1992,femalesInIndustry,11.72999954,malesInIndustry,31.70999908
Australia,1992,femalesInAgriculture,3.609999895,malesInAgriculture,6.110000134
Australia,1993,femalesInService,84.51000214,malesInService,62.11999893
Australia,1993,femalesInIndustry,11.86999989,malesInIndustry,31.67000008
Australia,1993,femalesInAgriculture,3.619999886,malesInAgriculture,6.210000038
Australia,1994,femalesInService,84.90000153,malesInService,62.36000061
Australia,1994,femalesInIndustry,11.57999992,malesInIndustry,31.71999931
Australia,1994,femalesInAgriculture,3.519999981,malesInAgriculture,5.920000076
Australia,1995,femalesInService,85.33999634,malesInService,63.04000092
Australia,1995,femalesInIndustry,11.17000008,malesInIndustry,31.21999931
Australia,1995,femalesInAgriculture,3.49000001,malesInAgriculture,5.739999771
Australia,1996,femalesInService,85.72000122,malesInService,63.45999908
Australia,1996,femalesInIndustry,10.89000034,malesInIndustry,30.61000061
Australia,1996,femalesInAgriculture,3.390000105,malesInAgriculture,5.940000057
Australia,1997,femalesInService,85.87000275,malesInService,63.68000031
Australia,1997,femalesInIndustry,10.65999985,malesInIndustry,30.31999969
Australia,1997,femalesInAgriculture,3.470000029,malesInAgriculture,6
Australia,1998,femalesInService,86.37000275,malesInService,63.95999908
Australia,1998,femalesInIndustry,10.18000031,malesInIndustry,30.12999916
Australia,1998,femalesInAgriculture,3.450000048,malesInAgriculture,5.909999847
Australia,1999,femalesInService,86.58999634,malesInService,64.22000122
Australia,1999,femalesInIndustry,9.909999847,malesInIndustry,29.76000023
Australia,1999,femalesInAgriculture,3.5,malesInAgriculture,6.03000021
Australia,2000,femalesInService,86.33999634,malesInService,63.56999969
Australia,2000,femalesInIndustry,10.22999954,malesInIndustry,30.46999931
Australia,2000,femalesInAgriculture,3.430000067,malesInAgriculture,5.960000038
Australia,2001,femalesInService,87.04000092,malesInService,64.62000275
Australia,2001,femalesInIndustry,9.510000229,malesInIndustry,29.59000015
Australia,2001,femalesInAgriculture,3.450000048,malesInAgriculture,5.789999962
Australia,2002,femalesInService,87.44000244,malesInService,64.63999939
Australia,2002,femalesInIndustry,9.529999733,malesInIndustry,29.92000008
Australia,2002,femalesInAgriculture,3.029999971,malesInAgriculture,5.449999809
Australia,2003,femalesInService,87.83999634,malesInService,65.11000061
Australia,2003,femalesInIndustry,9.539999962,malesInIndustry,29.95000076
Australia,2003,femalesInAgriculture,2.619999886,malesInAgriculture,4.940000057
Australia,2004,femalesInService,87.95999908,malesInService,64.75
Australia,2004,femalesInIndustry,9.359999657,malesInIndustry,30.68000031
Australia,2004,femalesInAgriculture,2.680000067,malesInAgriculture,4.579999924
Australia,2005,femalesInService,88.23999786,malesInService,64.87000275
Australia,2005,femalesInIndustry,9.31000042,malesInIndustry,30.64999962
Australia,2005,femalesInAgriculture,2.450000048,malesInAgriculture,4.489999771
Australia,2006,femalesInService,88.56999969,malesInService,64.55000305
Australia,2006,femalesInIndustry,9.069999695,malesInIndustry,31.18000031
Australia,2006,femalesInAgriculture,2.359999895,malesInAgriculture,4.269999981
Australia,2007,femalesInService,88.87000275,malesInService,64.68000031
Australia,2007,femalesInIndustry,8.859999657,malesInIndustry,31.14999962
Australia,2007,femalesInAgriculture,2.269999981,malesInAgriculture,4.170000076
Australia,2008,femalesInService,88.47000122,malesInService,64.15000153
Australia,2008,femalesInIndustry,9.31000042,malesInIndustry,31.65999985
Australia,2008,femalesInAgriculture,2.220000029,malesInAgriculture,4.190000057
Australia,2009,femalesInService,88.88999939,malesInService,64.66000366
Australia,2009,femalesInIndustry,8.899999619,malesInIndustry,31.27000046
Australia,2009,femalesInAgriculture,2.220000029,malesInAgriculture,4.079999924
Australia,2010,femalesInService,89.09999847,malesInService,64.90000153
Australia,2010,femalesInIndustry,8.609999657,malesInIndustry,31.10000038
Australia,2010,femalesInAgriculture,2.279999971,malesInAgriculture,4.010000229
Australia,2011,femalesInService,89.58000183,malesInService,65.44000244
Australia,2011,femalesInIndustry,8.529999733,malesInIndustry,30.96999931
Australia,2011,femalesInAgriculture,1.889999986,malesInAgriculture,3.589999914
Australia,2012,femalesInService,89.72000122,malesInService,65.5
Australia,2012,femalesInIndustry,8.359999657,malesInIndustry,30.95999908
Australia,2012,femalesInAgriculture,1.919999957,malesInAgriculture,3.539999962
Australia,2013,femalesInService,90.02999878,malesInService,65.94999695
Australia,2013,femalesInIndustry,8.300000191,malesInIndustry,30.62999916
Australia,2013,femalesInAgriculture,1.669999957,malesInAgriculture,3.410000086
Australia,2014,femalesInService,90.05999756,malesInService,65.84999847
Australia,2014,femalesInIndustry,8.109999657,malesInIndustry,30.53000069
Australia,2014,femalesInAgriculture,1.830000043,malesInAgriculture,3.619999886
Australia,2015,femalesInService,90.48999786,malesInService,67.34999847
Australia,2015,femalesInIndustry,7.659999847,malesInIndustry,29.34000015
Australia,2015,femalesInAgriculture,1.850000024,malesInAgriculture,3.309999943
Australia,2016,femalesInService,90.41999817,malesInService,67.41000366
Australia,2016,femalesInIndustry,7.900000095,malesInIndustry,29.17000008
Australia,2016,femalesInAgriculture,1.679999948,malesInAgriculture,3.430000067
Australia,2017,femalesInService,90.72000122,malesInService,66.98999786
Australia,2017,femalesInIndustry,7.630000114,malesInIndustry,29.60000038
Australia,2017,femalesInAgriculture,1.649999976,malesInAgriculture,3.410000086
Australia,2018,femalesInService,90.18000031,malesInService,66.48000336
Australia,2018,femalesInIndustry,8.149999619,malesInIndustry,30.09000015
Australia,2018,femalesInAgriculture,1.679999948,malesInAgriculture,3.440000057
Australia,2019,femalesInService,90.83000183,malesInService,67.54000092
Australia,2019,femalesInIndustry,7.449999809,malesInIndustry,29.17000008
Australia,2019,femalesInAgriculture,1.710000038,malesInAgriculture,3.289999962
Australia,2020,femalesInService,0,malesInService,0
Australia,2020,femalesInIndustry,0,malesInIndustry,0
Australia,2020,femalesInAgriculture,0,malesInAgriculture,0
Australia,2021,femalesInService,0,malesInService,0
Australia,2021,femalesInIndustry,0,malesInIndustry,0
Australia,2021,femalesInAgriculture,0,malesInAgriculture,0
Bangladesh,1990,femalesInService,0,malesInService,0
Bangladesh,1990,femalesInIndustry,0,malesInIndustry,0
Bangladesh,1990,femalesInAgriculture,0,malesInAgriculture,0
Bangladesh,1991,femalesInService,1.610000014,malesInService,20.88999939
Bangladesh,1991,femalesInIndustry,7.75,malesInIndustry,15.10000038
Bangladesh,1991,femalesInAgriculture,90.65000153,malesInAgriculture,64.01000214
Bangladesh,1992,femalesInService,2.349999905,malesInService,22.60000038
Bangladesh,1992,femalesInIndustry,7.769999981,malesInIndustry,14.01000023
Bangladesh,1992,femalesInAgriculture,89.88999939,malesInAgriculture,63.38000107
Bangladesh,1993,femalesInService,3.440000057,malesInService,24.40999985
Bangladesh,1993,femalesInIndustry,7.769999981,malesInIndustry,12.97000027
Bangladesh,1993,femalesInAgriculture,88.80000305,malesInAgriculture,62.61999893
Bangladesh,1994,femalesInService,5.019999981,malesInService,26.20999908
Bangladesh,1994,femalesInIndustry,7.710000038,malesInIndustry,11.97000027
Bangladesh,1994,femalesInAgriculture,87.26999664,malesInAgriculture,61.81999969
Bangladesh,1995,femalesInService,7.230000019,malesInService,28.04000092
Bangladesh,1995,femalesInIndustry,7.619999886,malesInIndustry,11.15999985
Bangladesh,1995,femalesInAgriculture,85.15000153,malesInAgriculture,60.79999924
Bangladesh,1996,femalesInService,10.27000046,malesInService,29.84000015
Bangladesh,1996,femalesInIndustry,7.460000038,malesInIndustry,10.42000008
Bangladesh,1996,femalesInAgriculture,82.26999664,malesInAgriculture,59.74000168
Bangladesh,1997,femalesInService,10.97000027,malesInService,29.19000053
Bangladesh,1997,femalesInIndustry,7.550000191,malesInIndustry,10.60999966
Bangladesh,1997,femalesInAgriculture,81.48000336,malesInAgriculture,60.20000076
Bangladesh,1998,femalesInService,11.60000038,malesInService,28.69000053
Bangladesh,1998,femalesInIndustry,7.75,malesInIndustry,10.85000038
Bangladesh,1998,femalesInAgriculture,80.65000153,malesInAgriculture,60.45999908
Bangladesh,1999,femalesInService,12.15999985,malesInService,28.27000046
Bangladesh,1999,femalesInIndustry,8.06000042,malesInIndustry,11.06999969
Bangladesh,1999,femalesInAgriculture,79.79000092,malesInAgriculture,60.65999985
Bangladesh,2000,femalesInService,12.56999969,malesInService,27.96999931
Bangladesh,2000,femalesInIndustry,8.640000343,malesInIndustry,11.30000019
Bangladesh,2000,femalesInAgriculture,78.77999878,malesInAgriculture,60.72999954
Bangladesh,2001,femalesInService,13.47999954,malesInService,30.20000076
Bangladesh,2001,femalesInIndustry,8.920000076,malesInIndustry,11.88000011
Bangladesh,2001,femalesInAgriculture,77.59999847,malesInAgriculture,57.90999985
Bangladesh,2002,femalesInService,14.5,malesInService,32.52000046
Bangladesh,2002,femalesInIndustry,9.350000381,malesInIndustry,12.42000008
Bangladesh,2002,femalesInAgriculture,76.15000153,malesInAgriculture,55.06000137
Bangladesh,2003,femalesInService,15.57999992,malesInService,34.97999954
Bangladesh,2003,femalesInIndustry,9.920000076,malesInIndustry,13.02000046
Bangladesh,2003,femalesInAgriculture,74.5,malesInAgriculture,52
Bangladesh,2004,femalesInService,16.72999954,malesInService,37.49000168
Bangladesh,2004,femalesInIndustry,10.64000034,malesInIndustry,13.68000031
Bangladesh,2004,femalesInAgriculture,72.62999725,malesInAgriculture,48.83000183
Bangladesh,2005,femalesInService,17.93000031,malesInService,40.11999893
Bangladesh,2005,femalesInIndustry,11.52000046,malesInIndustry,14.46000004
Bangladesh,2005,femalesInAgriculture,70.55000305,malesInAgriculture,45.41999817
Bangladesh,2006,femalesInService,19.28000069,malesInService,42.83000183
Bangladesh,2006,femalesInIndustry,12.47999954,malesInIndustry,15.13000011
Bangladesh,2006,femalesInAgriculture,68.23999786,malesInAgriculture,42.04000092
Bangladesh,2007,femalesInService,19.70000076,malesInService,42.16999817
Bangladesh,2007,femalesInIndustry,12.64000034,malesInIndustry,16.10000038
Bangladesh,2007,femalesInAgriculture,67.66000366,malesInAgriculture,41.72999954
Bangladesh,2008,femalesInService,20.20000076,malesInService,41.40999985
Bangladesh,2008,femalesInIndustry,12.77000046,malesInIndustry,17.09000015
Bangladesh,2008,femalesInAgriculture,67.02999878,malesInAgriculture,41.5
Bangladesh,2009,femalesInService,20.76000023,malesInService,40.56000137
Bangladesh,2009,femalesInIndustry,12.86999989,malesInIndustry,18.07999992
Bangladesh,2009,femalesInAgriculture,66.37000275,malesInAgriculture,41.36000061
Bangladesh,2010,femalesInService,21.38999939,malesInService,39.75999832
Bangladesh,2010,femalesInIndustry,13.02000046,malesInIndustry,19.20999908
Bangladesh,2010,femalesInAgriculture,65.58999634,malesInAgriculture,41.02999878
Bangladesh,2011,femalesInService,21.07999992,malesInService,40.36000061
Bangladesh,2011,femalesInIndustry,13.46000004,malesInIndustry,19.69000053
Bangladesh,2011,femalesInAgriculture,65.44999695,malesInAgriculture,39.95000076
Bangladesh,2012,femalesInService,20.85000038,malesInService,40.93000031
Bangladesh,2012,femalesInIndustry,13.92000008,malesInIndustry,20.20000076
Bangladesh,2012,femalesInAgriculture,65.23999786,malesInAgriculture,38.86999893
Bangladesh,2013,femalesInService,20.69000053,malesInService,41.43999863
Bangladesh,2013,femalesInIndustry,14.39000034,malesInIndustry,20.69000053
Bangladesh,2013,femalesInAgriculture,64.93000031,malesInAgriculture,37.86999893
Bangladesh,2014,femalesInService,20.62000084,malesInService,42.02999878
Bangladesh,2014,femalesInIndustry,14.86999989,malesInIndustry,21.12999916
Bangladesh,2014,femalesInAgriculture,64.51000214,malesInAgriculture,36.84000015
Bangladesh,2015,femalesInService,20.61000061,malesInService,42.59000015
Bangladesh,2015,femalesInIndustry,15.38000011,malesInIndustry,21.69000053
Bangladesh,2015,femalesInAgriculture,64.01000214,malesInAgriculture,35.72999954
Bangladesh,2016,femalesInService,20.65999985,malesInService,43.13000107
Bangladesh,2016,femalesInIndustry,15.92000008,malesInIndustry,22.21999931
Bangladesh,2016,femalesInAgriculture,63.43000031,malesInAgriculture,34.65000153
Bangladesh,2017,femalesInService,23.36000061,malesInService,45.5
Bangladesh,2017,femalesInIndustry,16.76000023,malesInIndustry,21.95000076
Bangladesh,2017,femalesInAgriculture,59.88999939,malesInAgriculture,32.56000137
Bangladesh,2018,femalesInService,24.17000008,malesInService,46.33000183
Bangladesh,2018,femalesInIndustry,17.18000031,malesInIndustry,22.37999916
Bangladesh,2018,femalesInAgriculture,58.65000153,malesInAgriculture,31.29000092
Bangladesh,2019,femalesInService,24.77000046,malesInService,46.99000168
Bangladesh,2019,femalesInIndustry,17.65999985,malesInIndustry,22.87000084
Bangladesh,2019,femalesInAgriculture,57.56999969,malesInAgriculture,30.13999939
Bangladesh,2020,femalesInService,0,malesInService,0
Bangladesh,2020,femalesInIndustry,0,malesInIndustry,0
Bangladesh,2020,femalesInAgriculture,0,malesInAgriculture,0
Bangladesh,2021,femalesInService,0,malesInService,0
Bangladesh,2021,femalesInIndustry,0,malesInIndustry,0
Bangladesh,2021,femalesInAgriculture,0,malesInAgriculture,0
Bhutan,1990,femalesInService,0,malesInService,0
Bhutan,1990,femalesInIndustry,0,malesInIndustry,0
Bhutan,1990,femalesInAgriculture,0,malesInAgriculture,0
Bhutan,1991,femalesInService,16.56999969,malesInService,29.61000061
Bhutan,1991,femalesInIndustry,4.980000019,malesInIndustry,6.449999809
Bhutan,1991,femalesInAgriculture,78.44999695,malesInAgriculture,63.93999863
Bhutan,1992,femalesInService,16.71999931,malesInService,29.80999947
Bhutan,1992,femalesInIndustry,4.980000019,malesInIndustry,6.53000021
Bhutan,1992,femalesInAgriculture,78.29000092,malesInAgriculture,63.66999817
Bhutan,1993,femalesInService,16.88999939,malesInService,29.98999977
Bhutan,1993,femalesInIndustry,4.96999979,malesInIndustry,6.559999943
Bhutan,1993,femalesInAgriculture,78.15000153,malesInAgriculture,63.45000076
Bhutan,1994,femalesInService,17.05999947,malesInService,30.21999931
Bhutan,1994,femalesInIndustry,4.96999979,malesInIndustry,6.650000095
Bhutan,1994,femalesInAgriculture,77.97000122,malesInAgriculture,63.13000107
Bhutan,1995,femalesInService,17.20000076,malesInService,30.5
Bhutan,1995,femalesInIndustry,4.96999979,malesInIndustry,6.75
Bhutan,1995,femalesInAgriculture,77.83000183,malesInAgriculture,62.75
Bhutan,1996,femalesInService,17.54999924,malesInService,30.92000008
Bhutan,1996,femalesInIndustry,5.010000229,malesInIndustry,6.829999924
Bhutan,1996,femalesInAgriculture,77.44000244,malesInAgriculture,62.25
Bhutan,1997,femalesInService,17.87999916,malesInService,31.22999954
Bhutan,1997,femalesInIndustry,5.010000229,malesInIndustry,6.920000076
Bhutan,1997,femalesInAgriculture,77.11000061,malesInAgriculture,61.84999847
Bhutan,1998,femalesInService,18.20999908,malesInService,31.5
Bhutan,1998,femalesInIndustry,5,malesInIndustry,7.050000191
Bhutan,1998,femalesInAgriculture,76.79000092,malesInAgriculture,61.45000076
Bhutan,1999,femalesInService,18.54999924,malesInService,31.82999992
Bhutan,1999,femalesInIndustry,5.03000021,malesInIndustry,7.329999924
Bhutan,1999,femalesInAgriculture,76.41999817,malesInAgriculture,60.84000015
Bhutan,2000,femalesInService,19.05999947,malesInService,32.20000076
Bhutan,2000,femalesInIndustry,5.139999866,malesInIndustry,7.730000019
Bhutan,2000,femalesInAgriculture,75.80000305,malesInAgriculture,60.06999969
Bhutan,2001,femalesInService,19.51000023,malesInService,32.54000092
Bhutan,2001,femalesInIndustry,5.25,malesInIndustry,8.210000038
Bhutan,2001,femalesInAgriculture,75.23999786,malesInAgriculture,59.25
Bhutan,2002,femalesInService,19.96999931,malesInService,33
Bhutan,2002,femalesInIndustry,5.369999886,malesInIndustry,8.680000305
Bhutan,2002,femalesInAgriculture,74.66000366,malesInAgriculture,58.31999969
Bhutan,2003,femalesInService,20.51000023,malesInService,33.49000168
Bhutan,2003,femalesInIndustry,5.449999809,malesInIndustry,8.819999695
Bhutan,2003,femalesInAgriculture,74.05000305,malesInAgriculture,57.70000076
Bhutan,2004,femalesInService,21.14999962,malesInService,33.90000153
Bhutan,2004,femalesInIndustry,5.559999943,malesInIndustry,9.010000229
Bhutan,2004,femalesInAgriculture,73.30000305,malesInAgriculture,57.09000015
Bhutan,2005,femalesInService,21.80999947,malesInService,34.5
Bhutan,2005,femalesInIndustry,5.639999866,malesInIndustry,9.140000343
Bhutan,2005,femalesInAgriculture,72.55000305,malesInAgriculture,56.36000061
Bhutan,2006,femalesInService,22.34000015,malesInService,35.13999939
Bhutan,2006,femalesInIndustry,5.630000114,malesInIndustry,8.989999771
Bhutan,2006,femalesInAgriculture,72.02999878,malesInAgriculture,55.86999893
Bhutan,2007,femalesInService,23.29000092,malesInService,35.93999863
Bhutan,2007,femalesInIndustry,5.929999828,malesInIndustry,8.239999771
Bhutan,2007,femalesInAgriculture,70.76999664,malesInAgriculture,55.81999969
Bhutan,2008,femalesInService,24.55999947,malesInService,36.63999939
Bhutan,2008,femalesInIndustry,6.130000114,malesInIndustry,7.349999905
Bhutan,2008,femalesInAgriculture,69.30999756,malesInAgriculture,56.02000046
Bhutan,2009,femalesInService,26,malesInService,37.50999832
Bhutan,2009,femalesInIndustry,6.409999847,malesInIndustry,6.880000114
Bhutan,2009,femalesInAgriculture,67.58999634,malesInAgriculture,55.61999893
Bhutan,2010,femalesInService,27.42000008,malesInService,38.56999969
Bhutan,2010,femalesInIndustry,6.71999979,malesInIndustry,6.559999943
Bhutan,2010,femalesInAgriculture,65.86000061,malesInAgriculture,54.86999893
Bhutan,2011,femalesInService,23.14999962,malesInService,36.15999985
Bhutan,2011,femalesInIndustry,8.609999657,malesInIndustry,9.630000114
Bhutan,2011,femalesInAgriculture,68.23999786,malesInAgriculture,54.20999908
Bhutan,2012,femalesInService,23.79999924,malesInService,38.34999847
Bhutan,2012,femalesInIndustry,9.270000458,malesInIndustry,10.43999958
Bhutan,2012,femalesInAgriculture,66.93000031,malesInAgriculture,51.20999908
Bhutan,2013,femalesInService,23.53000069,malesInService,39.06000137
Bhutan,2013,femalesInIndustry,10.26000023,malesInIndustry,11.44999981
Bhutan,2013,femalesInAgriculture,66.20999908,malesInAgriculture,49.49000168
Bhutan,2014,femalesInService,24.80999947,malesInService,37.58000183
Bhutan,2014,femalesInIndustry,8.409999847,malesInIndustry,12.42000008
Bhutan,2014,femalesInAgriculture,66.77999878,malesInAgriculture,50
Bhutan,2015,femalesInService,24.45999908,malesInService,37.77999878
Bhutan,2015,femalesInIndustry,9.239999771,malesInIndustry,9.93999958
Bhutan,2015,femalesInAgriculture,66.30000305,malesInAgriculture,52.29000092
Bhutan,2016,femalesInService,24.78000069,malesInService,38.36999893
Bhutan,2016,femalesInIndustry,9.380000114,malesInIndustry,10.31999969
Bhutan,2016,femalesInAgriculture,65.83999634,malesInAgriculture,51.29999924
Bhutan,2017,femalesInService,25.51000023,malesInService,38.59000015
Bhutan,2017,femalesInIndustry,9.43999958,malesInIndustry,10.72999954
Bhutan,2017,femalesInAgriculture,65.05000305,malesInAgriculture,50.68000031
Bhutan,2018,femalesInService,26.04999924,malesInService,38.84000015
Bhutan,2018,femalesInIndustry,9.569999695,malesInIndustry,10.65999985
Bhutan,2018,femalesInAgriculture,64.37999725,malesInAgriculture,50.49000168
Bhutan,2019,femalesInService,26.43000031,malesInService,39.24000168
Bhutan,2019,femalesInIndustry,9.569999695,malesInIndustry,10.55000019
Bhutan,2019,femalesInAgriculture,64.01000214,malesInAgriculture,50.20999908
Bhutan,2020,femalesInService,0,malesInService,0
Bhutan,2020,femalesInIndustry,0,malesInIndustry,0
Bhutan,2020,femalesInAgriculture,0,malesInAgriculture,0
Bhutan,2021,femalesInService,0,malesInService,0
Bhutan,2021,femalesInIndustry,0,malesInIndustry,0
Bhutan,2021,femalesInAgriculture,0,malesInAgriculture,0
Cambodia,1990,femalesInService,0,malesInService,0
Cambodia,1990,femalesInIndustry,0,malesInIndustry,0
Cambodia,1990,femalesInAgriculture,0,malesInAgriculture,0
Cambodia,1991,femalesInService,12.63000011,malesInService,19.18000031
Cambodia,1991,femalesInIndustry,6.920000076,malesInIndustry,5.090000153
Cambodia,1991,femalesInAgriculture,80.45999908,malesInAgriculture,75.73000336
